val_chr_f1,val_ent_f1,current_epoch,global_step,learning_rate,trained_rate,train_loss,train_acc,val_loss,val_acc
74.7043631385033,51.443950826204265,0,50.0,5e-05,0.04761902615427971,0.09445313364267349,0.6783502697944641,0.12098634988069534,0.7180192470550537
84.0226943445681,62.96534207156237,0,100.0,5e-05,0.09523805230855942,0.07552053034305573,0.8267090320587158,0.08750835806131363,0.8357354998588562
86.19965777906879,65.8810936051219,0,150.0,5e-05,0.14285710453987122,0.061489079147577286,0.8455150723457336,0.07723444700241089,0.8535714149475098
87.2352023528656,67.42146243106562,0,200.0,5e-05,0.19047610461711884,0.053531937301158905,0.8542433381080627,0.071274533867836,0.855632483959198
87.47579477624873,67.39321766876432,1,260.0,4.5e-05,0.2476191371679306,0.037590011954307556,0.9060665369033813,0.06929124146699905,0.856421172618866
87.84121505147482,67.48200948692973,1,310.0,4.5e-05,0.29523807764053345,0.04827762767672539,0.8732640147209167,0.06907793134450912,0.8619098663330078
88.40914965908159,68.44551449360678,1,360.0,4.5e-05,0.34285733103752136,0.04163028672337532,0.9023973941802979,0.0656723827123642,0.8730583190917969
88.31395237833696,68.61492621504172,1,410.0,4.5e-05,0.3904761075973511,0.052277062088251114,0.894075334072113,0.06420112401247025,0.8812088966369629
88.58042705225702,69.19225707637337,2,470.0,4.05e-05,0.44761931896209717,0.034517042338848114,0.9125877022743225,0.06772878766059875,0.881216287612915
88.33243779449418,68.82537938760153,2,520.0,4.05e-05,0.4952382743358612,0.03166273608803749,0.9360270500183105,0.06960941106081009,0.870110273361206
88.94030277711741,69.5593981583866,2,570.0,4.05e-05,0.5428571105003357,0.02715294435620308,0.9400389194488525,0.06658702343702316,0.8795233368873596
88.77176707611322,69.61412153879888,2,620.0,4.05e-05,0.5904761552810669,0.015249249525368214,0.9417478442192078,0.06784198433160782,0.8734781742095947
89.05412319735991,69.57282763516507,3,680.0,3.6450000000000005e-05,0.6476194262504578,0.016784513369202614,0.9594843983650208,0.0735071524977684,0.8800375461578369
88.30421297625487,68.76233024162124,3,730.0,3.6450000000000005e-05,0.6952385902404785,0.008245899342000484,0.9740819931030273,0.08132867515087128,0.8506903052330017
88.63809168134732,69.54381543641401,3,780.0,3.6450000000000005e-05,0.7428569793701172,0.018189704045653343,0.9665493965148926,0.0731404572725296,0.8791725635528564
88.5391327872997,69.59279773404664,3,830.0,3.6450000000000005e-05,0.7904761433601379,0.017382917925715446,0.9518897533416748,0.0734352245926857,0.8887691497802734
88.74482076772944,69.37510552402841,4,890.0,3.280500000000001e-05,0.8476194739341736,0.008975144475698471,0.9812500476837158,0.0794125497341156,0.8783588409423828
88.94909772193361,69.60670941900976,4,940.0,3.280500000000001e-05,0.8952386379241943,0.008638866245746613,0.9848484992980957,0.07718140631914139,0.8896124958992004
88.68499997133654,69.19729020040512,4,990.0,3.280500000000001e-05,0.9428568482398987,0.009106751531362534,0.9823634028434753,0.08050088584423065,0.8838341236114502
88.83672200943813,69.71333215086536,4,1040.0,3.280500000000001e-05,0.9904765486717224,0.009918595664203167,0.9710985422134399,0.07828301191329956,0.8867618441581726
