current_epoch,global_step,learning_rate,train_loss,train_acc,val_loss,val_acc
0,20.0,5e-05,0.2967640161514282,0.850477933883667,0.3028908967971802,0.8516589403152466
0,40.0,5e-05,0.13495734333992004,0.9194532632827759,0.17378127574920654,0.9025223255157471
0,60.0,5e-05,0.11094444245100021,0.936008095741272,0.13320811092853546,0.9252749085426331
0,80.0,5e-05,0.09995169937610626,0.9432671070098877,0.12269745022058487,0.9315795302391052
0,100.0,5e-05,0.08088012039661407,0.9564327001571655,0.10981205850839615,0.9393526315689087
0,120.0,5e-05,0.07735005766153336,0.9537955522537231,0.10386930406093597,0.9417040348052979
0,140.0,5e-05,0.08421988785266876,0.9469190835952759,0.0985770970582962,0.9458172917366028
0,160.0,5e-05,0.08594056218862534,0.9470072984695435,0.09525460004806519,0.9473370909690857
0,180.0,5e-05,0.06214280426502228,0.9610493183135986,0.09265752136707306,0.9478390216827393
0,200.0,5e-05,0.08032743632793427,0.9490803480148315,0.08894555270671844,0.9507712721824646
1,230.0,4.5e-05,0.05990030616521835,0.9657584428787231,0.08933893591165543,0.9520021080970764
1,250.0,4.5e-05,0.05878651142120361,0.9722782373428345,0.09035985916852951,0.9520285129547119
1,270.0,4.5e-05,0.07309337705373764,0.9569270610809326,0.08679629117250443,0.9544203877449036
1,290.0,4.5e-05,0.06511688977479935,0.960891842842102,0.09265926480293274,0.951327383518219
1,310.0,4.5e-05,0.04024013504385948,0.975681722164154,0.0864676684141159,0.9546735286712646
1,330.0,4.5e-05,0.04836811497807503,0.9725239276885986,0.08589986711740494,0.9545386433601379
1,350.0,4.5e-05,0.06248904764652252,0.9640040397644043,0.08616624027490616,0.9535915851593018
1,370.0,4.5e-05,0.04799586907029152,0.9711638689041138,0.08412975817918777,0.9555392265319824
1,390.0,4.5e-05,0.03812900930643082,0.9772803783416748,0.08060748875141144,0.9569705724716187
1,410.0,4.5e-05,0.0393371619284153,0.9771342277526855,0.08230653405189514,0.9553308486938477
2,440.0,4.05e-05,0.02949570305645466,0.9848847985267639,0.0835198387503624,0.9577559232711792
2,460.0,4.05e-05,0.03042883612215519,0.9836231470108032,0.08691196143627167,0.9587053656578064
2,480.0,4.05e-05,0.04200652986764908,0.9758060574531555,0.08639266341924667,0.9575819969177246
2,500.0,4.05e-05,0.02233162149786949,0.9898264408111572,0.08969154953956604,0.9554249048233032
2,520.0,4.05e-05,0.04373752325773239,0.9770362377166748,0.09038665890693665,0.9567188620567322
2,540.0,4.05e-05,0.028810886666178703,0.9803779721260071,0.08443418890237808,0.9576874375343323
2,560.0,4.05e-05,0.03636262193322182,0.9782442450523376,0.08810461312532425,0.9575172066688538
2,580.0,4.05e-05,0.01720478944480419,0.9903022050857544,0.08637014031410217,0.9582091569900513
2,600.0,4.05e-05,0.030414795503020287,0.9836527705192566,0.08404568582773209,0.9590816497802734
2,620.0,4.05e-05,0.0347888357937336,0.9796339273452759,0.0896850973367691,0.9581096768379211
