val_chr_f1,val_ent_f1,epoch,step,current_epoch,global_rank,global_step,learning_rate,trained_rate,train_loss,train_acc,val_loss,val_acc
6.724280559576087,0.0,0,49,,,,,,,,,
6.724280559576087,0.0,,1,0,0,50.0,5e-05,0.04761902615427971,0.265675812959671,0.0,0.31679168343544006,0.0
10.262827428313201,0.5300463680586848,0,99,,,,,,,,,
10.262827428313201,0.5300463680586848,,3,0,0,100.0,5e-05,0.09523805230855942,0.15703488886356354,0.02040817029774189,0.20073573291301727,0.04803276062011719
26.085777347273126,13.497448655664105,0,149,,,,,,,,,
26.085777347273126,13.497448655664105,,5,0,0,150.0,5e-05,0.14285710453987122,0.10544686019420624,0.24647878110408783,0.16233563423156738,0.22402621805667877
51.171739212164,29.353846813675894,0,199,,,,,,,,,
51.171739212164,29.353846813675894,,7,0,0,200.0,5e-05,0.19047610461711884,0.10796943306922913,0.3959851861000061,0.12770041823387146,0.40834859013557434
58.91080468287845,34.865873819949286,1,259,,,,,,,,,
58.91080468287845,34.865873819949286,,9,1,0,260.0,4.5e-05,0.2476191371679306,0.07640992105007172,0.5061475038528442,0.11453594267368317,0.4570668637752533
62.9745236904147,38.96172909668492,1,309,,,,,,,,,
62.9745236904147,38.96172909668492,,11,1,0,310.0,4.5e-05,0.29523807764053345,0.07718843966722488,0.5223576426506042,0.10507582128047943,0.520108163356781
63.70902741118396,40.3533486613036,1,359,,,,,,,,,
63.70902741118396,40.3533486613036,,13,1,0,360.0,4.5e-05,0.34285733103752136,0.0694461390376091,0.6020832061767578,0.10509761422872543,0.485952764749527
66.3847451700445,44.16755866272563,1,409,,,,,,,,,
66.3847451700445,44.16755866272563,,15,1,0,410.0,4.5e-05,0.3904761075973511,0.0662548765540123,0.5353319644927979,0.09857921302318573,0.5092487335205078
69.4130815228225,47.71822061981892,2,469,,,,,,,,,
69.4130815228225,47.71822061981892,,17,2,0,470.0,4.05e-05,0.44761931896209717,0.06244616582989693,0.6152220964431763,0.09358248114585876,0.5732261538505554
69.2723001712985,48.1590217095549,2,519,,,,,,,,,
69.2723001712985,48.1590217095549,,19,2,0,520.0,4.05e-05,0.4952382743358612,0.06270831823348999,0.6116325259208679,0.09346715360879898,0.5479150414466858
71.27026503097267,49.80857392549258,2,569,,,,,,,,,
71.27026503097267,49.80857392549258,,21,2,0,570.0,4.05e-05,0.5428571105003357,0.047505032271146774,0.6896555423736572,0.08697037398815155,0.5965312719345093
69.87022115087427,48.987992589490034,2,619,,,,,,,,,
69.87022115087427,48.987992589490034,,23,2,0,620.0,4.05e-05,0.5904761552810669,0.045027654618024826,0.6856542229652405,0.0921078696846962,0.5448371767997742
72.2967273845818,51.26882793052398,3,679,,,,,,,,,
72.2967273845818,51.26882793052398,,25,3,0,680.0,3.6450000000000005e-05,0.6476194262504578,0.05404262989759445,0.6352459788322449,0.08674518764019012,0.615924596786499
73.14472562147176,52.756228801441054,3,729,,,,,,,,,
73.14472562147176,52.756228801441054,,27,3,0,730.0,3.6450000000000005e-05,0.6952385902404785,0.0457528755068779,0.6731598377227783,0.08298224210739136,0.6158034205436707
73.7847449600456,54.95819561846809,3,779,,,,,,,,,
73.7847449600456,54.95819561846809,,29,3,0,780.0,3.6450000000000005e-05,0.7428569793701172,0.05215088278055191,0.7279548048973083,0.0814613327383995,0.6599632501602173
74.07508303460844,54.31417728221074,3,829,,,,,,,,,
74.07508303460844,54.31417728221074,,31,3,0,830.0,3.6450000000000005e-05,0.7904761433601379,0.05514401197433472,0.7304621338844299,0.08080437034368515,0.6478742361068726
74.59956367685596,54.77292359626055,4,889,,,,,,,,,
74.59956367685596,54.77292359626055,,33,4,0,890.0,3.280500000000001e-05,0.8476194739341736,0.039267782121896744,0.7350432872772217,0.08014537394046783,0.647033154964447
75.40015775699456,56.69529176443425,4,939,,,,,,,,,
75.40015775699456,56.69529176443425,,35,4,0,940.0,3.280500000000001e-05,0.8952386379241943,0.050006523728370667,0.7379419803619385,0.07740293443202972,0.672613263130188
75.38509065163049,56.74249103464405,4,989,,,,,,,,,
75.38509065163049,56.74249103464405,,37,4,0,990.0,3.280500000000001e-05,0.9428568482398987,0.04976319149136543,0.6692604422569275,0.07867266982793808,0.6451125144958496
76.16343309849624,58.7062969635687,4,1039,,,,,,,,,
76.16343309849624,58.7062969635687,,39,4,0,1040.0,3.280500000000001e-05,0.9904765486717224,0.03770985081791878,0.7310345768928528,0.07273639738559723,0.6800147891044617
