epoch,lr,loss,acc,step,val_loss,val_f1c,val_f1e
0.53,5e-05,0.07994569838047028,0.8191489577293396,53,0.09131953865289688,77.63585095638354,61.03973109168034
0.54,5e-05,0.05736178904771805,0.8613861203193665,54,0.09131953865289688,77.63585095638354,61.03973109168034
0.55,5e-05,0.04501332342624664,0.8810811042785645,55,0.09131953865289688,77.63585095638354,61.03973109168034
0.56,5e-05,0.06425563246011734,0.8483606576919556,56,0.09131953865289688,77.63585095638354,61.03973109168034
0.57,5e-05,0.056347064673900604,0.7746478915214539,57,0.09131953865289688,77.63585095638354,61.03973109168034
0.58,5e-05,0.052479032427072525,0.8481012582778931,58,0.09131953865289688,77.63585095638354,61.03973109168034
0.59,5e-05,0.07165694981813431,0.8566552996635437,59,0.09131953865289688,77.63585095638354,61.03973109168034
0.6,5e-05,0.029148297384381294,0.903553307056427,60,0.08206064999103546,84.48829682568856,73.71818569043427
0.61,5e-05,0.0633150115609169,0.8642857074737549,61,0.08206064999103546,84.48829682568856,73.71818569043427
0.62,5e-05,0.04312712326645851,0.9208333492279053,62,0.08206064999103546,84.48829682568856,73.71818569043427
0.63,5e-05,0.04366917908191681,0.8761062026023865,63,0.08206064999103546,84.48829682568856,73.71818569043427
0.64,5e-05,0.05663618445396423,0.881147563457489,64,0.08206064999103546,84.48829682568856,73.71818569043427
0.65,5e-05,0.05930357053875923,0.8838951587677002,65,0.08206064999103546,84.48829682568856,73.71818569043427
0.66,5e-05,0.04433188959956169,0.9263566136360168,66,0.08206064999103546,84.48829682568856,73.71818569043427
0.67,5e-05,0.05965904891490936,0.7811158895492554,67,0.08206064999103546,84.48829682568856,73.71818569043427
0.68,5e-05,0.0411548838019371,0.885496199131012,68,0.08206064999103546,84.48829682568856,73.71818569043427
0.69,5e-05,0.05325591564178467,0.8801261782646179,69,0.08206064999103546,84.48829682568856,73.71818569043427
0.7,5e-05,0.047754641622304916,0.8521400690078735,70,0.06800663471221924,84.87713676119328,76.03990624529467
0.71,5e-05,0.04960174858570099,0.8690476417541504,71,0.06800663471221924,84.87713676119328,76.03990624529467
0.72,5e-05,0.039063118398189545,0.8846153616905212,72,0.06800663471221924,84.87713676119328,76.03990624529467
0.73,5e-05,0.05129542946815491,0.8365384340286255,73,0.06800663471221924,84.87713676119328,76.03990624529467
0.74,5e-05,0.0629064068198204,0.8628318309783936,74,0.06800663471221924,84.87713676119328,76.03990624529467
0.75,5e-05,0.04464735835790634,0.8622221946716309,75,0.06800663471221924,84.87713676119328,76.03990624529467
0.76,5e-05,0.04947483167052269,0.8999999761581421,76,0.06800663471221924,84.87713676119328,76.03990624529467
0.77,5e-05,0.05232821777462959,0.8830645084381104,77,0.06800663471221924,84.87713676119328,76.03990624529467
0.78,5e-05,0.043440986424684525,0.8491379022598267,78,0.06800663471221924,84.87713676119328,76.03990624529467
0.79,5e-05,0.03609435260295868,0.8848167657852173,79,0.06800663471221924,84.87713676119328,76.03990624529467
0.8,5e-05,0.04838515445590019,0.9278688430786133,80,0.058974869549274445,88.12149851736758,78.02621313898784
0.81,5e-05,0.032400768250226974,0.8846153616905212,81,0.058974869549274445,88.12149851736758,78.02621313898784
0.82,5e-05,0.053817931562662125,0.8690096139907837,82,0.058974869549274445,88.12149851736758,78.02621313898784
0.83,5e-05,0.04588150978088379,0.8793774247169495,83,0.058974869549274445,88.12149851736758,78.02621313898784
0.84,5e-05,0.03602422773838043,0.9079999923706055,84,0.058974869549274445,88.12149851736758,78.02621313898784
0.85,5e-05,0.040679194033145905,0.9291666746139526,85,0.058974869549274445,88.12149851736758,78.02621313898784
0.86,5e-05,0.036358270794153214,0.938144326210022,86,0.058974869549274445,88.12149851736758,78.02621313898784
0.87,5e-05,0.038775939494371414,0.9051724076271057,87,0.058974869549274445,88.12149851736758,78.02621313898784
0.88,5e-05,0.0473838709294796,0.8229665160179138,88,0.058974869549274445,88.12149851736758,78.02621313898784
0.89,5e-05,0.04239417985081673,0.8869863152503967,89,0.058974869549274445,88.12149851736758,78.02621313898784
0.9,5e-05,0.030860144644975662,0.926086962223053,90,0.061512961983680725,88.56008932256827,79.23873382534853
0.91,5e-05,0.04270539432764053,0.8438818454742432,91,0.061512961983680725,88.56008932256827,79.23873382534853
0.92,5e-05,0.041375212371349335,0.8906882405281067,92,0.061512961983680725,88.56008932256827,79.23873382534853
0.93,5e-05,0.02316448651254177,0.9708737730979919,93,0.061512961983680725,88.56008932256827,79.23873382534853
0.94,5e-05,0.04950575530529022,0.9102563858032227,94,0.061512961983680725,88.56008932256827,79.23873382534853
0.95,5e-05,0.05270147696137428,0.9052287340164185,95,0.061512961983680725,88.56008932256827,79.23873382534853
0.96,5e-05,0.02080393396317959,0.9506726264953613,96,0.061512961983680725,88.56008932256827,79.23873382534853
0.97,5e-05,0.03349705785512924,0.930232584476471,97,0.061512961983680725,88.56008932256827,79.23873382534853
0.98,5e-05,0.03387568145990372,0.8876404762268066,98,0.061512961983680725,88.56008932256827,79.23873382534853
0.99,5e-05,0.038056712597608566,0.8941605687141418,99,0.061512961983680725,88.56008932256827,79.23873382534853
1.0,5e-05,0.032899364829063416,0.9328063130378723,100,0.06272202730178833,88.17319627236635,79.51662032751847
1.01,4.5e-05,0.02116435579955578,0.9793388247489929,101,0.06272202730178833,88.17319627236635,79.51662032751847
1.02,4.5e-05,0.022066492587327957,0.954023003578186,102,0.06272202730178833,88.17319627236635,79.51662032751847
1.03,4.5e-05,0.02977152355015278,0.9346153736114502,103,0.06272202730178833,88.17319627236635,79.51662032751847
1.04,4.5e-05,0.024515746161341667,0.921658992767334,104,0.06272202730178833,88.17319627236635,79.51662032751847
1.05,4.5e-05,0.021944690495729446,0.9398496150970459,105,0.06272202730178833,88.17319627236635,79.51662032751847
1.06,4.5e-05,0.019615670666098595,0.9672897458076477,106,0.06272202730178833,88.17319627236635,79.51662032751847
1.07,4.5e-05,0.015612051822245121,0.9658119678497314,107,0.06272202730178833,88.17319627236635,79.51662032751847
1.08,4.5e-05,0.04193750396370888,0.8796992301940918,108,0.06272202730178833,88.17319627236635,79.51662032751847
1.09,4.5e-05,0.033305540680885315,0.9363957643508911,109,0.06272202730178833,88.17319627236635,79.51662032751847
1.1,4.5e-05,0.024239815771579742,0.9153226017951965,110,0.05917678773403168,90.4218849312692,82.00598460211222
1.11,4.5e-05,0.01696617156267166,0.9508928656578064,111,0.05917678773403168,90.4218849312692,82.00598460211222
1.12,4.5e-05,0.027704237028956413,0.9368932247161865,112,0.05917678773403168,90.4218849312692,82.00598460211222
1.13,4.5e-05,0.025531640276312828,0.9490445852279663,113,0.05917678773403168,90.4218849312692,82.00598460211222
1.14,4.5e-05,0.011923316866159439,0.9807692170143127,114,0.05917678773403168,90.4218849312692,82.00598460211222
1.15,4.5e-05,0.02237985096871853,0.9291338324546814,115,0.05917678773403168,90.4218849312692,82.00598460211222
1.16,4.5e-05,0.028696341440081596,0.9291666746139526,116,0.05917678773403168,90.4218849312692,82.00598460211222
1.17,4.5e-05,0.025285152718424797,0.9496123790740967,117,0.05917678773403168,90.4218849312692,82.00598460211222
1.18,4.5e-05,0.044893503189086914,0.9444444179534912,118,0.05917678773403168,90.4218849312692,82.00598460211222
1.19,4.5e-05,0.016555391252040863,0.9634146094322205,119,0.05917678773403168,90.4218849312692,82.00598460211222
1.2,4.5e-05,0.031547773629426956,0.9506726264953613,120,0.06431987881660461,89.08996402408569,81.5144017216879
1.21,4.5e-05,0.03498142585158348,0.918367326259613,121,0.06431987881660461,89.08996402408569,81.5144017216879
1.22,4.5e-05,0.02867181785404682,0.9162790775299072,122,0.06431987881660461,89.08996402408569,81.5144017216879
1.23,4.5e-05,0.020467178896069527,0.9282511472702026,123,0.06431987881660461,89.08996402408569,81.5144017216879
1.24,4.5e-05,0.026591187343001366,0.9360902309417725,124,0.06431987881660461,89.08996402408569,81.5144017216879
1.25,4.5e-05,0.02120358869433403,0.9402984976768494,125,0.06431987881660461,89.08996402408569,81.5144017216879
1.26,4.5e-05,0.033097799867391586,0.9035087823867798,126,0.06431987881660461,89.08996402408569,81.5144017216879
1.27,4.5e-05,0.027968764305114746,0.9311475157737732,127,0.06431987881660461,89.08996402408569,81.5144017216879
1.28,4.5e-05,0.034377407282590866,0.9041666388511658,128,0.06431987881660461,89.08996402408569,81.5144017216879
1.29,4.5e-05,0.020340874791145325,0.9662576913833618,129,0.06431987881660461,89.08996402408569,81.5144017216879
1.3,4.5e-05,0.029849182814359665,0.9369747638702393,130,0.060090888291597366,88.27515134587476,79.96934634936449
1.31,4.5e-05,0.021872876212000847,0.940092146396637,131,0.060090888291597366,88.27515134587476,79.96934634936449
1.32,4.5e-05,0.02024584822356701,0.9558823704719543,132,0.060090888291597366,88.27515134587476,79.96934634936449
1.33,4.5e-05,0.03032589703798294,0.9136212468147278,133,0.060090888291597366,88.27515134587476,79.96934634936449
1.34,4.5e-05,0.03900045156478882,0.9248120188713074,134,0.060090888291597366,88.27515134587476,79.96934634936449
1.35,4.5e-05,0.04036054015159607,0.8996415734291077,135,0.060090888291597366,88.27515134587476,79.96934634936449
1.36,4.5e-05,0.01725991629064083,0.969072163105011,136,0.060090888291597366,88.27515134587476,79.96934634936449
1.37,4.5e-05,0.051135074347257614,0.8787878751754761,137,0.060090888291597366,88.27515134587476,79.96934634936449
1.38,4.5e-05,0.022170929238200188,0.9529914259910583,138,0.060090888291597366,88.27515134587476,79.96934634936449
1.39,4.5e-05,0.02273475006222725,0.9746835231781006,139,0.060090888291597366,88.27515134587476,79.96934634936449
1.4,4.5e-05,0.014769184403121471,0.977477490901947,140,0.05705353617668152,89.44250603434287,82.12582976535494
1.41,4.5e-05,0.020625652745366096,0.9668246507644653,141,0.05705353617668152,89.44250603434287,82.12582976535494
1.42,4.5e-05,0.025769231840968132,0.9418604373931885,142,0.05705353617668152,89.44250603434287,82.12582976535494
1.43,4.5e-05,0.02665986306965351,0.905940592288971,143,0.05705353617668152,89.44250603434287,82.12582976535494
1.44,4.5e-05,0.0198847483843565,0.9377777576446533,144,0.05705353617668152,89.44250603434287,82.12582976535494
1.45,4.5e-05,0.01856946386396885,0.9693877696990967,145,0.05705353617668152,89.44250603434287,82.12582976535494
1.46,4.5e-05,0.019066454842686653,0.9572649598121643,146,0.05705353617668152,89.44250603434287,82.12582976535494
1.47,4.5e-05,0.0295774694532156,0.9067796468734741,147,0.05705353617668152,89.44250603434287,82.12582976535494
1.48,4.5e-05,0.0184278916567564,0.9144144058227539,148,0.05705353617668152,89.44250603434287,82.12582976535494
1.49,4.5e-05,0.022862844169139862,0.9511400461196899,149,0.05705353617668152,89.44250603434287,82.12582976535494
1.5,4.5e-05,0.020506376400589943,0.962837815284729,150,0.055735379457473755,89.10281583582518,82.18554220308606
1.51,4.5e-05,0.01076512411236763,0.9617224931716919,151,0.055735379457473755,89.10281583582518,82.18554220308606
1.52,4.5e-05,0.018232233822345734,0.9701492786407471,152,0.055735379457473755,89.10281583582518,82.18554220308606
1.53,4.5e-05,0.03505811095237732,0.9548386931419373,153,0.055735379457473755,89.10281583582518,82.18554220308606
1.54,4.5e-05,0.033243633806705475,0.9315589070320129,154,0.055735379457473755,89.10281583582518,82.18554220308606
1.55,4.5e-05,0.027995724231004715,0.9437229633331299,155,0.055735379457473755,89.10281583582518,82.18554220308606
1.56,4.5e-05,0.0298311710357666,0.9166666865348816,156,0.055735379457473755,89.10281583582518,82.18554220308606
1.57,4.5e-05,0.04325709491968155,0.8805969953536987,157,0.055735379457473755,89.10281583582518,82.18554220308606
1.58,4.5e-05,0.01693836785852909,0.9528301954269409,158,0.055735379457473755,89.10281583582518,82.18554220308606
1.59,4.5e-05,0.02584095671772957,0.9265734553337097,159,0.055735379457473755,89.10281583582518,82.18554220308606
1.6,4.5e-05,0.029409509152173996,0.9155555367469788,160,0.05525251477956772,91.32403406032846,83.87555049730751
1.61,4.5e-05,0.025148622691631317,0.9577465057373047,161,0.05525251477956772,91.32403406032846,83.87555049730751
1.62,4.5e-05,0.02860381081700325,0.9297658801078796,162,0.05525251477956772,91.32403406032846,83.87555049730751
1.63,4.5e-05,0.03732415288686752,0.9047619104385376,163,0.05525251477956772,91.32403406032846,83.87555049730751
1.64,4.5e-05,0.04093916714191437,0.919847309589386,164,0.05525251477956772,91.32403406032846,83.87555049730751
1.65,4.5e-05,0.02512548677623272,0.9444444179534912,165,0.05525251477956772,91.32403406032846,83.87555049730751
1.66,4.5e-05,0.023172548040747643,0.9317269325256348,166,0.05525251477956772,91.32403406032846,83.87555049730751
1.67,4.5e-05,0.02206500992178917,0.960629940032959,167,0.05525251477956772,91.32403406032846,83.87555049730751
1.68,4.5e-05,0.02562248893082142,0.9386281371116638,168,0.05525251477956772,91.32403406032846,83.87555049730751
1.69,4.5e-05,0.029661117121577263,0.8907563090324402,169,0.05525251477956772,91.32403406032846,83.87555049730751
1.7,4.5e-05,0.018435712903738022,0.9740259647369385,170,0.06540724635124207,88.38809440895325,76.91301355324201
1.71,4.5e-05,0.04791387543082237,0.8723404407501221,171,0.06540724635124207,88.38809440895325,76.91301355324201
1.72,4.5e-05,0.022257497534155846,0.9137930870056152,172,0.06540724635124207,88.38809440895325,76.91301355324201
1.73,4.5e-05,0.022808289155364037,0.9282868504524231,173,0.06540724635124207,88.38809440895325,76.91301355324201
1.74,4.5e-05,0.030098091810941696,0.8989899158477783,174,0.06540724635124207,88.38809440895325,76.91301355324201
1.75,4.5e-05,0.020489241927862167,0.9631336331367493,175,0.06540724635124207,88.38809440895325,76.91301355324201
1.76,4.5e-05,0.019006315618753433,0.9383886456489563,176,0.06540724635124207,88.38809440895325,76.91301355324201
1.77,4.5e-05,0.03139288350939751,0.9357143044471741,177,0.06540724635124207,88.38809440895325,76.91301355324201
1.78,4.5e-05,0.019112681970000267,0.9583333134651184,178,0.06540724635124207,88.38809440895325,76.91301355324201
1.79,4.5e-05,0.03360147029161453,0.9152542352676392,179,0.06540724635124207,88.38809440895325,76.91301355324201
1.8,4.5e-05,0.030495893210172653,0.9042553305625916,180,0.05609263479709625,89.97668749529915,82.94575773207829
1.81,4.5e-05,0.027163755148649216,0.9077669978141785,181,0.05609263479709625,89.97668749529915,82.94575773207829
1.82,4.5e-05,0.02231162041425705,0.9417040348052979,182,0.05609263479709625,89.97668749529915,82.94575773207829
1.83,4.5e-05,0.015702879056334496,0.9619377255439758,183,0.05609263479709625,89.97668749529915,82.94575773207829
1.84,4.5e-05,0.022240852937102318,0.9527027010917664,184,0.05609263479709625,89.97668749529915,82.94575773207829
1.85,4.5e-05,0.019127286970615387,0.9513888955116272,185,0.05609263479709625,89.97668749529915,82.94575773207829
1.86,4.5e-05,0.018080495297908783,0.9515418410301208,186,0.05609263479709625,89.97668749529915,82.94575773207829
1.87,4.5e-05,0.03958970680832863,0.8930041193962097,187,0.05609263479709625,89.97668749529915,82.94575773207829
1.88,4.5e-05,0.03437059745192528,0.9457626938819885,188,0.05609263479709625,89.97668749529915,82.94575773207829
1.89,4.5e-05,0.015737522393465042,0.9567307829856873,189,0.05609263479709625,89.97668749529915,82.94575773207829
1.9,4.5e-05,0.028958173468708992,0.9234042763710022,190,0.062277987599372864,88.7751374184403,81.75205823960464
1.91,4.5e-05,0.01146108191460371,0.9686098694801331,191,0.062277987599372864,88.7751374184403,81.75205823960464
1.92,4.5e-05,0.017682796344161034,0.9518072009086609,192,0.062277987599372864,88.7751374184403,81.75205823960464
1.93,4.5e-05,0.021694350987672806,0.9618644118309021,193,0.062277987599372864,88.7751374184403,81.75205823960464
1.94,4.5e-05,0.025170141831040382,0.8884119987487793,194,0.062277987599372864,88.7751374184403,81.75205823960464
1.95,4.5e-05,0.01297818310558796,0.9752066135406494,195,0.062277987599372864,88.7751374184403,81.75205823960464
1.96,4.5e-05,0.021513061597943306,0.9241706132888794,196,0.062277987599372864,88.7751374184403,81.75205823960464
1.97,4.5e-05,0.02968468889594078,0.928205132484436,197,0.062277987599372864,88.7751374184403,81.75205823960464
1.98,4.5e-05,0.03378066048026085,0.9209486246109009,198,0.062277987599372864,88.7751374184403,81.75205823960464
1.99,4.5e-05,0.03102276101708412,0.9235473871231079,199,0.062277987599372864,88.7751374184403,81.75205823960464
2.0,4.5e-05,0.022674553096294403,0.9324894547462463,200,0.06685682386159897,88.83143017388659,81.08306697582691
2.01,4.05e-05,0.03026248887181282,0.9114285707473755,201,0.06685682386159897,88.83143017388659,81.08306697582691
2.02,4.05e-05,0.012545573525130749,0.9735848903656006,202,0.06685682386159897,88.83143017388659,81.08306697582691
2.03,4.05e-05,0.022812049835920334,0.9633699655532837,203,0.06685682386159897,88.83143017388659,81.08306697582691
2.04,4.05e-05,0.014251036569476128,0.9771987199783325,204,0.06685682386159897,88.83143017388659,81.08306697582691
2.05,4.05e-05,0.010570056736469269,0.9627906680107117,205,0.06685682386159897,88.83143017388659,81.08306697582691
2.06,4.05e-05,0.023875324055552483,0.957446813583374,206,0.06685682386159897,88.83143017388659,81.08306697582691
2.07,4.05e-05,0.01859956420958042,0.9628099203109741,207,0.06685682386159897,88.83143017388659,81.08306697582691
2.08,4.05e-05,0.01776137389242649,0.9639999866485596,208,0.06685682386159897,88.83143017388659,81.08306697582691
2.09,4.05e-05,0.00699617387726903,0.9851484894752502,209,0.06685682386159897,88.83143017388659,81.08306697582691
2.1,4.05e-05,0.010523217730224133,0.9642857313156128,210,0.05881545692682266,89.60577098466366,82.51339962464142
2.11,4.05e-05,0.008579802699387074,0.9866071343421936,211,0.05881545692682266,89.60577098466366,82.51339962464142
2.12,4.05e-05,0.021208740770816803,0.9498069286346436,212,0.05881545692682266,89.60577098466366,82.51339962464142
2.13,4.05e-05,0.020473480224609375,0.9491525292396545,213,0.05881545692682266,89.60577098466366,82.51339962464142
2.14,4.05e-05,0.015575561672449112,0.9590908885002136,214,0.05881545692682266,89.60577098466366,82.51339962464142
2.15,4.05e-05,0.015748508274555206,0.9525862336158752,215,0.05881545692682266,89.60577098466366,82.51339962464142
2.16,4.05e-05,0.021111370995640755,0.9753086566925049,216,0.05881545692682266,89.60577098466366,82.51339962464142
2.17,4.05e-05,0.011882351711392403,0.9628252983093262,217,0.05881545692682266,89.60577098466366,82.51339962464142
2.18,4.05e-05,0.008923671208322048,0.954954981803894,218,0.05881545692682266,89.60577098466366,82.51339962464142
2.19,4.05e-05,0.00680917501449585,0.9873417615890503,219,0.05881545692682266,89.60577098466366,82.51339962464142
2.2,4.05e-05,0.018880130723118782,0.9557521939277649,220,0.05995539203286171,89.9986194009033,82.72272486327175
2.21,4.05e-05,0.012130212038755417,0.9809160232543945,221,0.05995539203286171,89.9986194009033,82.72272486327175
2.22,4.05e-05,0.008365953341126442,0.9829787015914917,222,0.05995539203286171,89.9986194009033,82.72272486327175
2.23,4.05e-05,0.006284158211201429,0.9879999756813049,223,0.05995539203286171,89.9986194009033,82.72272486327175
2.24,4.05e-05,0.009874674491584301,0.9872340559959412,224,0.05995539203286171,89.9986194009033,82.72272486327175
2.25,4.05e-05,0.01731661893427372,0.9271844625473022,225,0.05995539203286171,89.9986194009033,82.72272486327175
2.26,4.05e-05,0.005801400635391474,0.9818840622901917,226,0.05995539203286171,89.9986194009033,82.72272486327175
2.27,4.05e-05,0.008848492056131363,0.9738219976425171,227,0.05995539203286171,89.9986194009033,82.72272486327175
2.28,4.05e-05,0.018598409369587898,0.9557822942733765,228,0.05995539203286171,89.9986194009033,82.72272486327175
2.29,4.05e-05,0.009123401716351509,0.9803921580314636,229,0.05995539203286171,89.9986194009033,82.72272486327175
2.3,4.05e-05,0.012425696477293968,0.9635416865348816,230,0.06442444026470184,89.97958250850118,82.01963011772268
2.31,4.05e-05,0.014431038871407509,0.9677419066429138,231,0.06442444026470184,89.97958250850118,82.01963011772268
2.32,4.05e-05,0.012594914063811302,0.9725086092948914,232,0.06442444026470184,89.97958250850118,82.01963011772268
2.33,4.05e-05,0.015175768174231052,0.9772727489471436,233,0.06442444026470184,89.97958250850118,82.01963011772268
2.34,4.05e-05,0.011822464875876904,0.9872204661369324,234,0.06442444026470184,89.97958250850118,82.01963011772268
2.35,4.05e-05,0.018387041985988617,0.9728682041168213,235,0.06442444026470184,89.97958250850118,82.01963011772268
2.36,4.05e-05,0.008563620038330555,0.985401451587677,236,0.06442444026470184,89.97958250850118,82.01963011772268
2.37,4.05e-05,0.012345496565103531,0.9604743123054504,237,0.06442444026470184,89.97958250850118,82.01963011772268
2.38,4.05e-05,0.020116351544857025,0.9547511339187622,238,0.06442444026470184,89.97958250850118,82.01963011772268
2.39,4.05e-05,0.011717664077877998,0.9665427803993225,239,0.06442444026470184,89.97958250850118,82.01963011772268
2.4,4.05e-05,0.017974097281694412,0.9561403393745422,240,0.06164725124835968,90.84464969035794,84.61599853806938
2.41,4.05e-05,0.007943685166537762,0.9712918400764465,241,0.06164725124835968,90.84464969035794,84.61599853806938
2.42,4.05e-05,0.020262842997908592,0.9580419659614563,242,0.06164725124835968,90.84464969035794,84.61599853806938
2.43,4.05e-05,0.020583918318152428,0.9375,243,0.06164725124835968,90.84464969035794,84.61599853806938
2.44,4.05e-05,0.011105448938906193,0.9692307710647583,244,0.06164725124835968,90.84464969035794,84.61599853806938
2.45,4.05e-05,0.011187165044248104,0.9896907210350037,245,0.06164725124835968,90.84464969035794,84.61599853806938
2.46,4.05e-05,0.020771896466612816,0.9596412777900696,246,0.06164725124835968,90.84464969035794,84.61599853806938
2.47,4.05e-05,0.01697421632707119,0.9635627269744873,247,0.06164725124835968,90.84464969035794,84.61599853806938
2.48,4.05e-05,0.020474562421441078,0.9595588445663452,248,0.06164725124835968,90.84464969035794,84.61599853806938
2.49,4.05e-05,0.016089918091893196,0.9380530714988708,249,0.06164725124835968,90.84464969035794,84.61599853806938
2.5,4.05e-05,0.015198644250631332,0.960698664188385,250,0.06331854313611984,90.92691813427406,84.04570401463428
2.51,4.05e-05,0.009938198141753674,0.9908257126808167,251,0.06331854313611984,90.92691813427406,84.04570401463428
2.52,4.05e-05,0.012104383669793606,0.9822695255279541,252,0.06331854313611984,90.92691813427406,84.04570401463428
2.53,4.05e-05,0.01072358712553978,0.9568965435028076,253,0.06331854313611984,90.92691813427406,84.04570401463428
2.54,4.05e-05,0.02582860179245472,0.9626556038856506,254,0.06331854313611984,90.92691813427406,84.04570401463428
2.55,4.05e-05,0.0288616344332695,0.9441624283790588,255,0.06331854313611984,90.92691813427406,84.04570401463428
2.56,4.05e-05,0.021713674068450928,0.9427710771560669,256,0.06331854313611984,90.92691813427406,84.04570401463428
2.57,4.05e-05,0.018297942355275154,0.9523809552192688,257,0.06331854313611984,90.92691813427406,84.04570401463428
2.58,4.05e-05,0.022453878074884415,0.8982300758361816,258,0.06331854313611984,90.92691813427406,84.04570401463428
