val_chr_f1,val_ent_f1,current_epoch,global_step,learning_rate,trained_rate,train_loss,train_acc,val_loss,val_acc
67.17587145379098,51.57621149155977,0,50.0,5e-05,0.04761902615427971,0.05276701971888542,0.6946722865104675,0.05414822697639465,0.7599783539772034
90.05477392669849,81.14561500493792,0,100.0,5e-05,0.09523805230855942,0.02353719435632229,0.8568507432937622,0.025850452482700348,0.8917482495307922
91.9285009640298,84.22583758608047,0,150.0,5e-05,0.14285710453987122,0.02093399316072464,0.9132840633392334,0.021499231457710266,0.9207914471626282
92.00568374353213,84.37005404820445,0,200.0,5e-05,0.19047610461711884,0.01578480564057827,0.9389308094978333,0.020653950050473213,0.909915030002594
92.52543705715446,85.12931354359922,1,260.0,4.5e-05,0.2476191371679306,0.012739341706037521,0.9518308043479919,0.019894525408744812,0.9265785813331604
92.69680405579525,84.88838479714565,1,310.0,4.5e-05,0.29523807764053345,0.013469966128468513,0.9428568482398987,0.019846200942993164,0.9272800087928772
92.20845019207432,84.7466867946827,1,360.0,4.5e-05,0.34285733103752136,0.014640000648796558,0.9268292784690857,0.019858092069625854,0.9279005527496338
92.89211789164466,86.09609719289283,1,410.0,4.5e-05,0.3904761075973511,0.01172985415905714,0.9506441354751587,0.01915225200355053,0.9299201369285583
92.65086626583053,85.93125521860848,2,470.0,4.05e-05,0.44761931896209717,0.008611896075308323,0.9465646743774414,0.019420959055423737,0.9268369674682617
92.90688045894233,86.13820007482853,2,520.0,4.05e-05,0.4952382743358612,0.009215892292559147,0.9590164422988892,0.01963142678141594,0.9296914339065552
92.83940348081414,85.61466591726209,2,570.0,4.05e-05,0.5428571105003357,0.006037577521055937,0.977477490901947,0.02000313438475132,0.9275527000427246
92.89552145679892,86.3381023400819,2,620.0,4.05e-05,0.5904761552810669,0.010011027567088604,0.9482074975967407,0.01949012279510498,0.9258888363838196
92.95082775188052,86.43096199591609,3,680.0,3.6450000000000005e-05,0.6476194262504578,0.00359976664185524,0.9715023040771484,0.02076217718422413,0.9330227971076965
92.52440593432539,85.35849317657221,3,730.0,3.6450000000000005e-05,0.6952385902404785,0.006812176667153835,0.9666666984558105,0.021385589614510536,0.9272997379302979
92.77539328639303,85.58083056392675,3,780.0,3.6450000000000005e-05,0.7428569793701172,0.004204100929200649,0.984210729598999,0.02103428728878498,0.9271001815795898
92.74193250958405,85.94653269842529,3,830.0,3.6450000000000005e-05,0.7904761433601379,0.008326401002705097,0.9532909393310547,0.02085747942328453,0.9282479882240295
92.97203642142122,86.22511755241592,4,890.0,3.280500000000001e-05,0.8476194739341736,0.006351400166749954,0.9682832956314087,0.0222543403506279,0.9334204792976379
92.72905534020066,85.99820458736761,4,940.0,3.280500000000001e-05,0.8952386379241943,0.010423237457871437,0.9475655555725098,0.02245366759598255,0.9259729981422424
92.98313517139961,86.75566894452547,4,990.0,3.280500000000001e-05,0.9428568482398987,0.004788207355886698,0.9778189659118652,0.02220313251018524,0.9377139210700989
92.75733811888468,86.43582283025725,4,1040.0,3.280500000000001e-05,0.9904765486717224,0.004399752244353294,0.974591851234436,0.022661637514829636,0.9272477626800537
