current_epoch,global_step,learning_rate,train_loss,train_acc,val_loss,val_acc
0,10.0,5e-05,0.751835823059082,0.7161449790000916,0.7052507996559143,0.7342850565910339
0,20.0,5e-05,0.4695240557193756,0.8143116235733032,0.4519873857498169,0.8168748021125793
0,30.0,5e-05,0.36949101090431213,0.8272840976715088,0.40247097611427307,0.8136856555938721
0,40.0,5e-05,0.33809933066368103,0.8401986956596375,0.32953065633773804,0.8443759679794312
0,50.0,5e-05,0.290079802274704,0.852209210395813,0.28723108768463135,0.8636935949325562
0,60.0,5e-05,0.26820108294487,0.8732063174247742,0.2620936334133148,0.8712936043739319
0,70.0,5e-05,0.2688038945198059,0.8711743950843811,0.240643709897995,0.8819312453269958
0,80.0,5e-05,0.2284330427646637,0.8829470276832581,0.2292247712612152,0.8891729116439819
0,90.0,5e-05,0.2597465217113495,0.869409441947937,0.2184348702430725,0.8947970271110535
0,100.0,5e-05,0.21359428763389587,0.897054135799408,0.215830996632576,0.8959075212478638
0,110.0,5e-05,0.21956244111061096,0.8917896151542664,0.20485039055347443,0.9007952213287354
0,120.0,5e-05,0.23880432546138763,0.878390908241272,0.20710192620754242,0.8997812271118164
0,130.0,5e-05,0.21835365891456604,0.8967723846435547,0.19795456528663635,0.9054132103919983
0,140.0,5e-05,0.19645754992961884,0.9024953246116638,0.20039010047912598,0.9041290879249573
0,150.0,5e-05,0.1978197544813156,0.9018295407295227,0.1909555196762085,0.9086536169052124
0,160.0,5e-05,0.2290356457233429,0.8837540149688721,0.18202951550483704,0.9123618602752686
0,170.0,5e-05,0.16920983791351318,0.9183187484741211,0.1826024204492569,0.9117036461830139
0,180.0,5e-05,0.18818914890289307,0.9038638472557068,0.18945272266864777,0.9075893759727478
0,190.0,5e-05,0.1532238870859146,0.9267333149909973,0.1775907576084137,0.9141772985458374
0,200.0,5e-05,0.15996704995632172,0.9120596647262573,0.17545904219150543,0.9165875911712646
0,210.0,5e-05,0.18320737779140472,0.9017341732978821,0.17230553925037384,0.9170998334884644
0,220.0,5e-05,0.17243888974189758,0.9062790870666504,0.16725903749465942,0.9192118048667908
0,230.0,5e-05,0.18752224743366241,0.9129802584648132,0.1666259616613388,0.9192542433738708
0,240.0,5e-05,0.12905892729759216,0.9391251802444458,0.1681678742170334,0.9189011454582214
0,250.0,5e-05,0.1565157175064087,0.923708438873291,0.16859357059001923,0.9183149933815002
0,260.0,5e-05,0.18957282602787018,0.9062214493751526,0.16200338304042816,0.9211364984512329
0,270.0,5e-05,0.1369009166955948,0.9296875,0.15775816142559052,0.9234511852264404
0,280.0,5e-05,0.16540342569351196,0.9201534986495972,0.15775653719902039,0.9244182705879211
0,290.0,5e-05,0.15172432363033295,0.917456328868866,0.1593507081270218,0.9239848256111145
0,300.0,5e-05,0.14610715210437775,0.9305101037025452,0.15504002571105957,0.9257228374481201
0,310.0,5e-05,0.15928535163402557,0.9200927019119263,0.15305164456367493,0.9263192415237427
0,320.0,5e-05,0.15929532051086426,0.9106277227401733,0.15526901185512543,0.9238252639770508
0,330.0,5e-05,0.1513410061597824,0.9256027340888977,0.15655918419361115,0.9234927892684937
0,340.0,5e-05,0.19488181173801422,0.8980540633201599,0.15519659221172333,0.9225350618362427
0,350.0,5e-05,0.12020527571439743,0.9377393126487732,0.15056966245174408,0.9255754947662354
0,360.0,5e-05,0.14898964762687683,0.9283376932144165,0.1495046466588974,0.9267322421073914
0,370.0,5e-05,0.15920503437519073,0.9216170907020569,0.15006296336650848,0.9260954260826111
0,380.0,5e-05,0.16934852302074432,0.9158822894096375,0.14392174780368805,0.9296637773513794
0,390.0,5e-05,0.15019288659095764,0.9213483929634094,0.1446586549282074,0.9291828274726868
0,400.0,5e-05,0.17196470499038696,0.9186044931411743,0.14587175846099854,0.9282430410385132
0,410.0,5e-05,0.16573823988437653,0.9109886884689331,0.14854449033737183,0.9264721870422363
0,420.0,5e-05,0.16882988810539246,0.9194652438163757,0.14460489153862,0.9292857050895691
0,430.0,5e-05,0.140342116355896,0.9262271523475647,0.14175942540168762,0.9295452237129211
0,440.0,5e-05,0.12999266386032104,0.9332932829856873,0.13909167051315308,0.9317631721496582
0,450.0,5e-05,0.15571165084838867,0.9266666769981384,0.13797220587730408,0.9319440126419067
0,460.0,5e-05,0.13739930093288422,0.9269254803657532,0.13708508014678955,0.9326132535934448
0,470.0,5e-05,0.1733655482530594,0.9172143936157227,0.1365814208984375,0.9321187734603882
0,480.0,5e-05,0.16009710729122162,0.9170730113983154,0.1422446221113205,0.9293040037155151
0,490.0,5e-05,0.14059315621852875,0.9345653057098389,0.13183912634849548,0.9348639249801636
0,500.0,5e-05,0.1552087366580963,0.9204922318458557,0.134002223610878,0.9341728091239929
1,515.0,4.5e-05,0.1138668954372406,0.9350422024726868,0.14344848692417145,0.9312599897384644
